SL No,Company,Country,Country Code,Market Cap,Diversity,Stock Price (2015),Stock Price (2016),Stock Price (2017),Stock Price (2018),Stock Price (2019),Stock Price (2020),Stock Price (2021),Stock Price (2022),Stock Price (2023),Stock Price (2024),Expense (2015),Expense (2016),Expense (2017),Expense (2018),Expense (2019),Expense (2020),Expense (2021),Expense (2022),Expense (2023),Expense (2024),Revenue (2015),Revenue (2016),Revenue (2017),Revenue (2018),Revenue (2019),Revenue (2020),Revenue (2021),Revenue (2022),Revenue (2023),Revenue (2024),Market share (2015),Market share (2016),Market share (2017),Market share (2018),Market share (2019),Market share (2020),Market share (2021),Market share (2022),Market share (2023),Market share (2024)
610,Flashspan,Indonesia,IDR,$824M,49.8,n/a,$189.19M,$1.24B,$2.24B,n/a,n/a,$51.49B,$84.95M,$7.18B,$2.52B,$14766818.93,$46576941.29,$25840005.13,$51603660.74,$91334104.24,$38148730.59,$46068594.84,$23079248.16,$85543924.86,$15149020.64,$67490182.51,$40731768.49,$25314556.41,$84894638.98,$2937542.97,$74168172.48,$28109530.88,$86268242.67,$202178.51,$98810108.10,96.17,40.0,62.19,38.36,25.25,10.17,17.84,33.19,24.78,7.77
611,Innojam,Philippines,PHP,n/a,32.1,n/a,$537.11M,$180.4M,$2.63B,$1.36B,$106.47M,$1.73B,n/a,n/a,$323.6M,$59788724.92,$66183322.20,$49221921.30,$71375570.03,$20381850.68,$75078124.09,$57100496.38,$82979490.00,$84347874.66,$21775547.90,$13390345.44,$67872961.94,$38180136.38,$33650649.89,$29713921.04,$70510284.42,$95752542.97,$52160466.94,$26039164.36,$48853230.86,3.46,53.38,97.35,84.39,11.86,52.35,4.93,96.38,65.95,75.36
612,Browsedrive,Portugal,EUR,$8.02B,40.2,$29.1B,$11.01B,$50.64M,$1.89B,$3.99B,n/a,$30.65M,$299.6M,$50.2B,$9.26B,$39929984.11,$80372741.31,$46800279.30,$11964800.45,$55458412.66,$77169582.85,$44939966.38,$1238493.85,$89057026.55,$2149406.49,$59102116.66,$55385653.35,$78030216.86,$53340534.17,$8002651.49,$21110429.67,$19575666.64,$9601553.21,$91241443.37,$72780961.82,24.53,34.88,56.84,95.76,15.37,83.62,23.68,36.07,85.95,21.73
613,Meemm,Indonesia,IDR,$43.94M,42.2,$12.93B,$163.76M,$1.81B,$402.82M,$215.57M,$123.2M,$173.34M,$2.39B,$6.25B,$70.59M,$82840121.73,$73062726.37,$64756734.53,$44580877.82,$97587327.43,$33320112.51,$12666442.93,$91826906.71,$89983693.31,$91815512.12,$87932853.11,$77896001.92,$32991039.57,$19867778.95,$88387696.66,$90650185.54,$35364783.39,$47602645.04,$25644184.13,$94265830.17,71.77,81.77,42.59,9.03,81.99,78.49,85.93,5.82,16.78,15.6
614,Edgepulse,Mongolia,MNT,$234.41M,56.3,$45.89B,$430.84M,$316.23M,$395.17M,$217.09M,$675.67M,$289.48M,$29.95M,$5.26B,$6.15B,$86564722.17,$65162227.09,$81353252.19,$62283024.48,$85672048.87,$89253026.89,$19137619.87,$33941861.85,$64882447.65,$28908357.76,$16391902.08,$79270208.21,$68053050.32,$49047847.85,$45881948.33,$73443795.64,$73426627.45,$36510440.67,$310669.78,$16386626.54,57.41,65.18,17.6,81.78,5.33,71.76,31.57,91.99,19.8,50.12
615,Yata,Egypt,EGP,$52.47B,63.1,$803.43M,$1.16B,$1.28B,$441.26M,$4.38B,$645.41M,$5.22B,$109.52M,n/a,$102.63B,$63641671.71,$14719377.35,$33328894.16,$45215090.39,$8440031.56,$2257616.67,$58910374.12,$53200766.51,$42627262.58,$89919764.15,$53473826.23,$44366186.48,$22652638.64,$5322058.07,$54735979.34,$47739403.49,$24459901.74,$95607580.03,$95493674.10,$29854672.26,91.99,34.4,46.13,81.9,56.25,10.23,16.76,71.94,39.06,11.1
616,Devify,China,CNY,$233.83M,71.3,$748.44M,$855.22M,$534.38M,$3.55B,n/a,$2.45B,$21.91B,$375.34M,$3.65B,$85.38M,$37749329.26,$35333252.53,$52617867.83,$23746645.46,$25707549.09,$42323168.90,$1897535.03,$12610446.82,$70408217.44,$63956133.05,$25291950.57,$69618512.24,$28986363.27,$86421141.74,$91195019.11,$23054392.02,$58482660.57,$30800585.55,$83695731.41,$10208920.82,70.94,14.21,71.57,29.31,6.79,12.93,46.77,86.13,71.0,67.56
617,Voolith,Peru,PEN,$512.55M,71.7,$4.38B,$165.47M,$1.21B,$46.76M,$24.17B,$27.01B,$264.56M,$1.15B,$153.95M,$18.22M,$75207148.02,$71673651.93,$33312764.90,$58989606.17,$43150512.57,$41268038.47,$7067910.88,$11180548.87,$69394065.25,$87173180.61,$70268134.85,$69069241.12,$99043603.81,$44399702.45,$51989186.56,$76269999.56,$49683773.86,$51343256.72,$64773857.57,$97916241.87,38.7,89.7,39.77,33.43,72.29,55.11,34.35,82.34,66.01,79.9
618,Buzzster,United States,USD,$534.71M,65.3,$4.25B,n/a,n/a,$99.51M,$71.56M,$20.37B,$86.97M,$40.95M,$324.29M,n/a,$31388321.95,$49168750.61,$74375676.10,$49989251.23,$55576206.71,$6547455.32,$30185813.17,$38666632.09,$70729467.37,$62217836.09,$3222336.97,$97627951.70,$89540900.20,$34571059.58,$58554827.32,$24018212.21,$20424613.21,$98934458.65,$99326135.73,$83018935.51,30.23,18.12,84.08,88.47,84.87,33.3,10.63,63.69,35.26,57.46
619,Mita,Nigeria,NGN,$23.79B,82.3,n/a,n/a,$136.04M,$345.32M,$4.83B,$4.38B,n/a,$915.55M,n/a,$309.13M,$7460807.84,$65590763.07,$60536335.24,$41278482.45,$80543419.80,$18582872.45,$64380521.15,$36609700.66,$37165769.15,$61657565.06,$48818286.10,$98066432.00,$83432467.47,$48736090.35,$49010598.17,$30765564.78,$39942813.99,$49930662.29,$39664012.54,$17223144.23,40.87,6.8,13.19,90.59,17.06,57.66,8.92,95.92,64.14,51.15
620,Digitube,Netherlands,EUR,$89.69M,53.3,$252.83M,$35.01M,$6.35B,$238.94M,$345.19M,$5.08B,$488.08M,$35.32B,$608.38M,$115.2M,$98841194.95,$76624114.94,$22676731.02,$29495911.96,$27532910.09,$89741805.53,$85014951.89,$18399023.00,$18727402.91,$70303921.69,$55287410.56,$72862241.40,$83048374.36,$15747020.60,$69543434.48,$48126894.85,$30337757.62,$32507810.61,$37648016.90,$80630197.81,27.54,77.24,67.14,11.05,74.4,24.59,60.86,48.21,15.1,75.91
621,Meezzy,Greece,EUR,$233.48M,95.3,$119.57M,$705.83M,$2.06B,n/a,n/a,$378.29M,$11.63B,$258.27M,$1.43B,$1.72B,$26718252.34,$80336710.52,$55168460.76,$38032963.88,$41351036.77,$73921442.78,$88663688.19,$72453504.92,$83675714.77,$20094590.53,$77057787.16,$99377195.99,$71005301.41,$83432750.42,$33692195.91,$30995101.45,$60819639.01,$15241455.42,$93951967.32,$46599343.46,89.82,25.97,85.37,3.8,3.98,72.46,46.55,9.42,93.16,5.32
622,Kazu,France,EUR,$230.63M,77.9,n/a,$2.16B,$1.05B,$25.63M,$253.97M,$930.51M,$1.55B,$59.43M,$372.55M,$30.05B,$59736026.56,$26967444.02,$48957652.44,$31527633.94,$94558957.83,$11752782.73,$85593862.61,$93066825.85,$27060217.11,$79062475.48,$91362652.34,$60171630.68,$82284753.91,$98414850.14,$33119674.15,$25501580.01,$3580336.35,$5990173.90,$6374091.57,$84091863.28,34.28,70.48,84.81,94.11,70.28,7.63,27.48,80.33,18.4,77.39
623,Feedfire,Indonesia,IDR,$161.77M,34.2,$264.02M,$22.17M,$122.85B,$288.6M,$355.74M,$2.39B,$162.11M,$9.55B,$20.95M,$1.24B,$96605750.50,$29181324.15,$73366568.40,$64203779.63,$80969251.98,$22110639.01,$76135284.44,$58112165.74,$8714158.35,$60975440.31,$61552288.05,$45928354.37,$91515707.14,$51063647.55,$62986087.68,$84599143.12,$27519001.01,$71005605.79,$27330217.23,$31703127.38,76.28,88.14,87.08,17.62,63.08,48.84,72.7,32.4,99.76,6.37
624,Yodel,China,CNY,$63.88M,69.5,$1.55B,$1.73B,$10.53B,$79.99M,$2.09B,$534.38M,$164.19M,n/a,$750.72M,$122.41M,$27465191.96,$18403691.25,$69907317.34,$65279484.19,$71985956.34,$75296907.76,$95573062.05,$93676836.36,$32345900.58,$83176513.39,$87302288.26,$73776858.69,$33171981.34,$90798047.09,$70826584.58,$92321108.03,$12331369.65,$39725759.67,$9005692.08,$23684182.33,61.85,1.53,55.1,71.73,8.92,83.48,56.7,3.8,11.61,47.69
625,Bubbletube,Guam,USD,n/a,90.7,$2.92B,n/a,$33.29B,$3.68B,$357.95M,$9.71B,$610.36M,$58.28M,n/a,$21.6M,$57319819.68,$41446767.37,$98848816.36,$66185732.59,$95463225.57,$81881731.20,$49801361.06,$86790613.93,$79169330.28,$74890775.83,$6206899.39,$74806022.20,$18210502.75,$22186521.22,$26972497.85,$176446.23,$74237207.81,$39116074.54,$39619193.78,$6686739.25,56.26,68.69,62.66,52.17,82.44,63.53,81.97,50.93,66.34,53.69
626,Yoveo,Sweden,SEK,$4.5B,57.6,$81.78B,$3.46B,$58.46M,$127.9M,$9.92B,$475.85M,$4.63M,$226.66M,n/a,$14.89M,$64471058.53,$49125941.37,$89304297.73,$688087.21,$45207683.89,$44325675.99,$40020264.26,$56381410.08,$30302483.92,$47360067.29,$84677040.33,$5608298.19,$82294390.14,$22023901.30,$72676311.20,$45698461.14,$27008758.52,$89346097.87,$70909952.46,$21034456.91,82.22,94.41,61.42,54.93,57.83,10.03,60.21,84.04,48.4,43.54
627,Eimbee,China,CNY,$197.71M,73.3,n/a,$40.95M,$527.16M,$4.58B,$1.05B,$1.33B,$200.51M,$142.84M,$35.1M,$48.88B,$13752376.76,$1840111.71,$72922500.49,$74194059.50,$49865544.15,$57438911.12,$43127819.33,$49554822.49,$98731884.91,$46963793.52,$41115585.96,$22688154.79,$87899422.47,$78852463.40,$16589225.90,$23023032.04,$24060406.71,$47967554.00,$4588506.95,$29811819.83,95.18,97.07,86.31,26.87,66.06,2.43,59.74,75.95,95.14,16.69
628,Zoovu,Bosnia and Herzegovina,BAM,$546.87M,25.3,n/a,$1.32B,$230.28M,$45.78M,$4.19B,$3.68B,$5.87B,$5.79B,$186.89M,$518.61M,$11129120.85,$18015545.97,$9762214.88,$30874122.84,$88793847.50,$48002546.75,$51910199.88,$8599101.76,$25942268.59,$70151862.99,$98708766.08,$79983589.54,$86786969.33,$33298659.23,$47019875.48,$82770980.45,$81311617.95,$93290962.70,$3144097.64,$3009161.03,59.19,86.62,63.28,54.31,41.3,60.45,75.03,53.69,19.9,19.96
629,Skyvu,China,CNY,$471.11M,94.4,$583.72M,$1.57B,$491.02M,$49.84B,$21.83B,$647.69M,$426.37M,$17.75B,$488.7M,n/a,$14208608.25,$90674017.27,$83843829.42,$56697149.31,$85663371.69,$14919323.11,$48886481.97,$1214816.54,$5596845.68,$36915099.94,$65621461.75,$78871247.82,$64643161.07,$45287418.28,$18600546.01,$22887373.15,$8227472.90,$67476131.67,$52097798.53,$84103914.86,23.92,51.71,70.67,64.83,99.12,13.67,53.06,45.32,28.84,41.36
630,Dazzlesphere,Indonesia,IDR,$24.59M,46.5,$507.8M,$320.19M,$340.82M,$5.93B,$1.39B,n/a,$375.09M,$1.88B,$155.93M,$96.77M,$44425749.64,$99295391.62,$87446944.14,$7571018.60,$59715648.74,$15632747.08,$62708260.23,$76552550.87,$6521170.30,$82679846.37,$97194937.82,$12257237.20,$28438517.27,$54966073.36,$50909891.63,$73037562.29,$32101554.32,$98972038.11,$24683887.93,$67059985.87,86.25,71.02,23.58,8.94,25.21,30.72,56.59,11.33,71.23,38.51
631,Tagcat,Ireland,EUR,$311.29M,64.0,$440.65M,n/a,$117.89M,$575.54M,$10.18B,n/a,$909.47M,$2.15B,$469.81M,$13.78M,$91900940.26,$82686592.57,$53702099.22,$5717815.08,$19174089.09,$89492255.03,$87519440.13,$41891368.13,$18848802.43,$46243119.62,$86104499.86,$22463871.46,$26382413.41,$57289681.34,$92379299.80,$24011396.16,$52148989.99,$34348140.88,$56677766.87,$1545053.34,91.12,10.57,78.66,98.74,57.78,42.67,15.47,44.41,8.06,86.41
632,Leenti,China,CNY,n/a,39.8,$71.21M,$87.46B,$37.43M,$42.37M,$12.41B,$5.8B,n/a,$305.6M,$444.68M,$35.37M,$47446348.76,$53480126.66,$86613794.31,$86953074.79,$71326290.92,$87527599.89,$64904794.99,$71288958.39,$84042571.74,$27418551.73,$19050492.15,$97469409.07,$55521117.09,$92206295.00,$54208316.15,$67141986.65,$59696456.16,$31704377.15,$87250813.63,$16828755.22,61.07,91.02,60.12,80.26,8.51,91.17,6.38,5.07,13.25,83.53
633,Brainverse,Vietnam,VND,$483.46M,40.6,$98.2B,$426.47M,$5.65B,$1.32B,$17.98B,$21.91M,n/a,n/a,$182.87M,$741.77B,$80675034.89,$95064725.06,$15005336.36,$76890919.50,$73636468.20,$77483653.45,$52176631.90,$25991054.87,$6428324.99,$23370248.18,$52460500.30,$53781885.75,$28117545.44,$18715712.06,$37341765.70,$28734800.54,$38402263.87,$56410518.01,$2821175.79,$82052808.84,4.82,41.75,35.62,17.4,16.34,75.8,83.39,29.53,65.38,84.44
634,Divanoodle,Brazil,BRL,$309.27M,40.5,$104.39M,$2.9B,$30.31M,$103.88M,$142.06M,$356.44M,$3.6B,$2.2B,$2.76B,$58.64B,$36006743.63,$85645682.40,$62940881.75,$49608253.95,$7875489.94,$33074140.12,$10865477.26,$69104984.89,$58774204.91,$69759766.84,$10720386.68,$84718555.52,$83282911.69,$2128182.97,$85345969.96,$76448815.61,$52441351.47,$89552308.55,$19680593.61,$65196018.33,18.24,54.43,58.82,19.01,89.91,45.94,24.99,39.82,59.58,84.9
635,Edgeify,Poland,PLN,$18.63B,78.7,n/a,n/a,$165.47M,$185.53B,$73.46M,$438.82M,$10.75B,$637.26M,n/a,$4.15B,$13483745.55,$49517929.16,$1596797.30,$27561246.82,$66697689.77,$36190540.04,$50709308.15,$62907340.25,$22673505.62,$86119465.81,$98229775.18,$64220402.02,$36275460.03,$82984789.43,$18517740.52,$68227709.02,$82890226.49,$6743516.65,$38317054.62,$13149674.35,43.77,32.23,11.06,24.79,43.19,29.19,97.71,99.65,85.57,9.01
636,Eabox,China,CNY,$661.16M,29.9,$587.6M,$1.21B,$225.7M,$8.89B,$3.69B,$888.39M,$847.46M,$369.08M,$9.76M,$299.1M,$96234596.54,$40470928.39,$12265289.07,$26922126.13,$88208171.49,$48976470.12,$56806066.17,$33220966.18,$66205319.99,$61147765.20,$31859667.75,$48763280.32,$21357147.06,$63984361.61,$96975695.28,$42211976.07,$96664694.91,$50957544.74,$87356500.57,$86603709.25,28.63,34.68,36.18,16.3,70.81,77.0,74.95,86.8,6.07,16.57
637,Dabtype,China,CNY,n/a,47.2,$91.85M,$156.44M,$271.66M,$124.92M,n/a,$226.43M,$4.72B,$1.28B,$303.43M,$2.21B,$19577556.56,$45642259.07,$35709672.26,$37278441.99,$18911544.57,$99357274.96,$45729142.08,$8154176.40,$58954041.14,$4696401.41,$43301502.12,$10685132.39,$8542579.49,$80463217.61,$51004681.48,$5053206.83,$58478099.48,$84466260.41,$96209306.88,$38617606.05,57.2,73.79,60.44,2.64,44.85,98.83,81.88,17.27,94.3,4.59
638,Gigazoom,Nigeria,NGN,$392729.7,84.1,$5.77B,$380.14M,n/a,$1.56B,n/a,n/a,$2.18B,n/a,$9.06B,$21.66B,$55507353.79,$63493011.75,$16900894.95,$80620063.85,$84730707.46,$24808278.66,$43784665.10,$65704099.68,$88759202.91,$59465354.15,$32463390.79,$5815490.15,$66426228.26,$69116097.37,$34630977.63,$41228576.03,$11741164.74,$73895485.73,$92326909.74,$5790167.68,12.87,15.9,68.27,14.49,75.53,81.61,13.78,33.21,87.28,54.85
639,Vimbo,Argentina,ARS,$9.14M,21.4,$157.25M,$13.87B,$751.86M,$73.17M,$1.31B,$1.01B,$50.2B,n/a,$4.37B,n/a,$50354294.48,$98130289.00,$64030617.35,$45075700.49,$22839390.44,$61378438.20,$29592442.06,$78999448.15,$53408407.24,$77913784.53,$24332375.40,$66439140.79,$24897633.70,$42463279.35,$70456702.61,$8503113.21,$12160850.03,$13806922.32,$70169842.68,$13905666.46,2.64,6.2,14.67,67.75,56.6,46.27,84.01,31.53,10.37,69.71
640,Vinte,Czech Republic,CZK,$166.93B,53.8,n/a,$808.23M,$77.91M,$824M,$330.29M,$3.09M,$10.47B,$2.12B,$1.26B,$480.35M,$29461003.97,$7407428.89,$16276716.53,$25089703.69,$13868011.67,$96713681.26,$13303306.95,$16047022.19,$22780995.49,$69176906.21,$63667106.38,$46602264.79,$24844117.99,$56460420.39,$74285954.08,$67912684.68,$72998994.03,$92519578.27,$56439361.68,$9600915.06,56.43,26.05,81.35,20.84,87.89,68.23,33.54,68.76,41.23,20.64
641,Quinu,Portugal,EUR,$4.35B,82.4,$204.1M,$3.9B,$152.41M,$617.53M,n/a,$172.02M,$1.61B,n/a,$1.86B,n/a,$43863317.77,$82935577.53,$95756297.33,$15960449.85,$48846681.99,$91524.14,$24879735.82,$11648181.90,$29751702.13,$99583222.21,$96245428.82,$74201550.06,$72839071.11,$22191298.15,$54002772.77,$70438293.73,$64756917.34,$38815187.55,$91817295.19,$16419126.03,57.52,27.08,29.17,70.62,44.75,56.7,36.29,94.14,42.52,49.98
642,Jaloo,Brazil,BRL,$136.87M,54.6,$2.1B,$661.16M,$12.41B,n/a,$1.84B,n/a,n/a,$1.63B,$2.11B,$125.85M,$45320691.00,$44803014.86,$80079771.38,$40682774.95,$28005021.32,$22335532.79,$5719721.19,$82037890.47,$27323261.10,$34739363.78,$62615842.28,$4075332.46,$52193350.45,$78005440.76,$80441254.92,$43168170.47,$61539947.99,$31013332.26,$94257915.84,$21523029.00,91.37,10.47,74.36,43.31,14.47,15.45,22.87,76.25,11.53,92.2
643,Photolist,Malta,EUR,$220.34M,86.9,$276.7M,$10.35M,n/a,$373.18M,$252.5M,$58.28M,$19.42M,$1.11B,$200.83M,n/a,$73730686.15,$22635758.79,$96816454.07,$91721675.42,$58895384.91,$54231532.78,$83808701.85,$54881475.85,$85456940.10,$12384928.88,$44969720.34,$60227059.10,$43744047.35,$60004793.22,$94228456.00,$23480703.39,$28698414.69,$12120854.52,$90943008.64,$82383772.86,36.77,43.85,83.06,8.52,64.13,3.04,24.38,17.69,61.44,68.9
644,Voonyx,China,CNY,$710.31M,36.0,$414.14M,n/a,$39.27B,$83.85B,$909.02M,$90.06M,$24.17B,$852.55M,n/a,$5.41M,$67193579.49,$16582250.51,$93422838.18,$15571460.43,$88397893.40,$72786136.14,$33239722.03,$69128196.18,$79708961.89,$24333394.35,$71884083.37,$43850076.97,$61534879.74,$74054423.10,$53281781.38,$8153427.96,$57092188.72,$1933228.03,$21877585.57,$4487334.93,95.79,31.83,32.35,6.54,48.25,63.3,32.23,85.7,40.92,76.23
645,Leexo,Indonesia,IDR,n/a,72.0,$1.07B,$154.07M,$1.26B,n/a,$343.54M,$40.95M,$288.73M,$2.95B,$69.3M,$22.07B,$80905402.82,$64829316.48,$21337892.79,$66534325.89,$39568925.51,$44140567.47,$63256208.56,$10398855.41,$60370367.25,$60107382.89,$50593537.11,$32185174.66,$66990245.37,$91277357.98,$41945966.38,$52267506.47,$17876378.27,$74076754.24,$39750517.94,$68771496.93,24.01,85.45,11.68,21.52,56.38,32.4,91.71,9.7,15.83,92.03
646,Vinder,China,CNY,$629.83M,77.2,$9.37B,n/a,$142.06M,$8.02B,$47.65M,$57.51M,n/a,$25.61M,$592.24M,$57.44B,$11787210.25,$80328723.98,$93082304.08,$71789771.92,$22418731.19,$72260320.20,$54682196.51,$47534206.35,$70865305.26,$28087595.51,$28997389.89,$22380898.00,$76427517.37,$26413526.88,$77861573.61,$45768953.26,$12498501.70,$5096029.75,$90495937.53,$263629.98,18.61,42.55,51.93,1.2,31.78,22.76,91.19,25.63,77.15,20.65
647,Devpulse,Indonesia,IDR,$18.26B,90.3,n/a,$11.75B,$420.47M,n/a,$883.27M,$842.05M,$982.38M,$396.21M,$548.61M,$152.93M,$88735466.42,$34815289.81,$15316424.28,$75476313.94,$24352142.87,$22656137.68,$16924001.91,$68134004.97,$52703534.04,$13160184.75,$35322527.99,$41256910.02,$29180123.38,$87868917.74,$4148042.06,$99196876.41,$91838056.04,$58966791.33,$47191073.06,$23405332.65,4.67,86.01,34.79,44.99,89.4,58.25,99.61,92.82,89.46,87.68
648,Digitube,China,CNY,$71.74M,55.9,$8.92B,$1.18B,$788.64M,n/a,$119.09M,$92.5M,$48.54M,$600.57M,$280.64M,$226.81B,$23652788.84,$49653621.01,$55259201.88,$18800077.25,$45628682.31,$95514986.79,$29418350.21,$22118019.11,$50577241.93,$83795091.49,$90688092.60,$74410174.68,$48462181.10,$96485962.46,$529511.70,$26707279.74,$53792311.45,$87158489.09,$59891688.63,$16759954.14,70.76,25.58,54.43,99.7,82.93,80.24,19.89,63.45,40.77,9.37
649,DabZ,Liberia,LRD,$464.66M,89.8,$177.28M,$4.88B,$276.36M,$1.02B,$1.27B,$21.82B,$1.18B,$224.84M,$231.89M,$33.49M,$84993345.37,$17498477.39,$63085952.86,$60725925.00,$42443890.84,$82276177.94,$85424455.49,$21572440.94,$68898098.84,$93264992.77,$90668730.73,$82373967.82,$53507265.85,$2304833.42,$78289929.77,$9287735.15,$28008395.60,$26659683.00,$97569448.62,$21627382.14,24.6,41.18,96.74,89.39,90.99,93.0,77.03,76.75,70.86,30.35
650,Babbleset,China,CNY,n/a,94.7,n/a,n/a,$35.97B,$21.6M,n/a,$16.89M,$740.26M,$12.9M,$141.43M,$428.38M,$75655671.05,$62915436.14,$81078079.11,$71325315.96,$60518099.56,$3147168.38,$21721871.09,$75834376.50,$4735968.10,$29698668.19,$97020377.31,$38097357.02,$51025880.26,$6973853.61,$22838711.07,$56428802.93,$70877334.26,$89174224.80,$64583209.91,$15319224.09,9.02,63.39,30.58,53.65,24.2,56.16,53.84,96.82,10.93,62.47
651,Abata,Philippines,PHP,$752.08M,35.3,$1.28B,$225.24M,$1.41B,n/a,$1.24B,$3.61B,n/a,$71.3M,$54.37B,$490.61M,$57800064.29,$2971031.49,$14626786.40,$28169104.73,$75523511.95,$53569705.04,$49398352.24,$70933503.85,$7086104.83,$56327259.66,$91991109.32,$40219702.06,$76932938.48,$12083567.23,$95808562.27,$99414491.87,$29283484.06,$10639691.71,$10313921.47,$17471241.76,32.01,40.67,15.9,33.55,63.62,94.84,5.12,38.74,78.12,21.0
652,Twitterbeat,Philippines,PHP,n/a,78.8,$162.82M,$13.74B,n/a,$23.35M,$480.79M,$31.13B,$103.88M,$12.08B,$1.84B,$487.74M,$19352532.33,$55520689.36,$23973110.70,$5527099.51,$51806456.88,$7360743.47,$32268680.55,$55270877.67,$26482974.73,$23635538.35,$27015183.47,$60240572.48,$91981285.71,$44647227.31,$45629559.70,$45823565.37,$49249366.93,$91576669.23,$73373501.37,$46379690.07,56.41,32.06,59.2,71.42,93.67,93.73,40.88,99.82,90.06,15.72
653,Meedoo,El Salvador,USD,$153.44M,51.1,$324.86M,$1.55B,$1.32B,n/a,$21.14B,$1.15B,n/a,$12.41B,$1.32B,$6.43B,$28544970.74,$15097688.40,$60593015.51,$34671945.72,$98386553.95,$26505622.13,$99774761.85,$86503324.85,$74566073.18,$98955446.82,$28092667.35,$54310132.79,$27343415.65,$94194907.45,$16311894.28,$24002435.90,$51631132.32,$95226770.11,$47991042.64,$16197483.46,13.77,60.65,30.0,89.4,99.49,57.91,66.47,74.02,77.31,48.8
654,Gigashots,China,CNY,$1.5B,54.4,$1.18B,n/a,n/a,$5.4M,$1.91B,$1.81B,$198.52M,$707.33M,$5.37B,$4.17B,$91709386.77,$30707472.43,$42633220.41,$51698457.14,$17443950.77,$11888647.41,$36888859.34,$65208546.42,$16204974.51,$46005875.56,$70485511.07,$66124242.26,$79576506.48,$59384819.41,$17514817.30,$4168068.15,$252322.44,$63404966.41,$57198126.72,$67006917.94,31.09,31.67,47.34,50.39,51.52,2.56,28.18,86.59,3.47,34.24
655,Realcube,Sweden,SEK,n/a,33.9,n/a,$267.39M,$198.66M,$10.9B,$206.36M,$395.5M,$14.12B,n/a,n/a,$1.24B,$85238874.91,$98897159.53,$92862112.35,$52782739.57,$71739554.39,$98532796.54,$15006691.57,$36562649.52,$6734975.01,$84227201.49,$30037514.37,$50397881.77,$83465649.26,$72564598.04,$47053608.07,$89365208.18,$65995428.80,$92498877.39,$92579790.37,$79719681.53,43.44,39.69,39.35,61.89,79.84,70.32,35.48,29.92,36.4,97.35
656,Lazz,China,CNY,n/a,29.5,$294.93M,$687.82M,$3.72B,$196.39M,$952.64M,$29.05B,$92.99M,$497.62M,$10.99M,$325.53M,$96126705.56,$41612065.92,$7096665.69,$56965294.00,$86588878.55,$24468346.74,$74166501.01,$91688512.54,$21311624.85,$82135271.76,$54806951.11,$2309474.49,$82973745.74,$26774326.63,$64936644.54,$28174549.94,$23570532.64,$20650502.70,$20999478.10,$25468990.41,48.27,95.95,58.98,1.89,22.49,31.27,50.64,59.36,79.26,17.19
657,Zoombeat,China,CNY,$1.51B,44.5,$152.46M,$7.52M,$3.33B,$24.7M,n/a,$1.77B,n/a,$35.32B,$9.9M,$763.03M,$50296465.36,$5210037.45,$24292399.00,$23728712.24,$92671421.24,$46879163.23,$42937065.79,$63725362.97,$489550.63,$28874340.07,$79319369.78,$54028724.40,$14847936.21,$15315399.95,$89981726.96,$80248034.37,$26277631.48,$20920386.85,$60931034.26,$47709831.30,58.88,37.19,38.54,3.17,29.89,71.33,59.35,27.87,54.42,20.23
658,Kwilith,South Africa,ZAR,$554.47M,69.8,$1.61B,$1.07B,$96.49B,n/a,n/a,$7.66B,$1.88B,$1.05B,$31.13B,$2.38B,$77952160.36,$6353643.75,$40590870.18,$94164436.34,$27200516.33,$61498942.06,$42508718.51,$41643151.01,$93406439.58,$95250294.32,$37787926.36,$16853445.93,$31444788.65,$14674743.30,$35948791.43,$94845695.17,$61179556.97,$48547772.44,$83336803.91,$34192416.92,59.11,14.49,42.44,72.46,78.71,95.5,70.89,39.4,37.48,81.88
659,Yamia,China,CNY,$2.03B,67.6,$1.08B,n/a,$33.04M,$12.93M,$32.9B,n/a,$7.76B,n/a,n/a,n/a,$32945430.69,$34690027.39,$9903210.00,$59726906.19,$18893055.00,$33920235.77,$44185697.16,$31899412.70,$81917884.83,$38250798.71,$88323377.22,$73652099.87,$81488589.78,$88022163.04,$565935.09,$35059945.41,$2591161.72,$36475558.07,$92488606.06,$76889177.70,92.99,21.83,26.65,38.26,54.91,73.64,8.18,30.34,64.24,88.03
660,Eazzy,Czech Republic,CZK,$4.72B,63.9,$37.85M,$325.53M,$262.86M,$5.53B,$1.29B,$49.84B,$2.86B,$55.6M,$44.14B,$53.98B,$6978780.40,$37995710.28,$3053352.30,$16946651.81,$29668389.26,$4263389.53,$50012975.81,$91872943.97,$14989780.12,$56120523.73,$44505768.94,$79904705.76,$85502158.00,$51142703.18,$14341460.19,$15166696.96,$50254973.81,$14591860.23,$63187563.65,$99727828.11,20.68,24.78,25.17,44.14,45.07,34.22,96.1,27.3,9.84,70.29
661,Plajo,Portugal,EUR,$79.44B,80.4,$488.16M,$21.43B,$558.63M,$1.08B,n/a,$43.25M,$187.28M,$23.69B,$833.52M,n/a,$86001439.83,$1969917.96,$75201362.82,$86637239.94,$58615785.22,$97257115.07,$26789515.29,$12133188.83,$59371226.54,$63736438.49,$10894783.44,$87622372.38,$48725468.71,$76339032.62,$10553228.49,$4661267.18,$42832887.02,$80051453.84,$17545651.13,$65584289.79,91.02,24.17,12.01,44.51,42.65,23.55,96.33,10.39,25.08,85.64
